date,close
2020-01-27,222.32
2020-01-28,223.14
2020-01-29,223.57
2020-01-30,224.74
2020-01-31,221.33
2020-02-03,220.89
2020-02-04,223.74
2020-02-05,223.47
2020-02-06,225.98
2020-02-07,229.86
2020-02-10,229.6
2020-02-11,228.0
2020-02-12,230.04
2020-02-13,227.01
2020-02-14,228.55
2020-02-18,228.73
2020-02-19,225.98
2020-02-20,223.8
2020-02-21,222.8
2020-02-24,219.06
2020-02-25,209.76
2020-02-26,210.32
2020-02-27,201.94
2020-02-28,197.73
2020-03-02,202.05
2020-03-03,198.68
2020-03-04,211.64
2020-03-05,200.57
2020-03-06,199.93
2020-03-09,186.58
2020-03-10,196.12
2020-03-11,188.36
2020-03-12,166.02
2020-03-13,177.63
2020-03-16,152.23
2020-03-17,168.95
2020-03-18,167.99
2020-03-19,160.14
2020-03-20,154.04
2020-03-23,150.22
2020-03-24,162.07
2020-03-25,173.46
2020-03-26,190.5
2020-03-27,185.0
2020-03-30,181.96
2020-03-31,180.12
2020-04-01,177.17
2020-04-02,183.52
2020-04-03,178.5
2020-04-06,184.0
2020-04-07,179.9
2020-04-08,185.2
2020-04-09,190.79
2020-04-13,188.32
2020-04-14,197.0
2020-04-15,195.0
2020-04-16,198.22
2020-04-17,203.5
2020-04-20,194.84
2020-04-21,187.78
2020-04-22,191.76
2020-04-23,189.43
2020-04-24,189.85
2020-04-27,192.7
2020-04-28,195.79
2020-04-29,195.3
2020-04-30,193.7
2020-05-01,189.46
2020-05-04,186.82
2020-05-05,189.0
2020-05-06,182.51
2020-05-07,182.49
2020-05-08,180.95
2020-05-11,179.4
2020-05-12,180.61
2020-05-13,177.54
2020-05-14,177.84
2020-05-15,176.78
2020-05-18,180.92
2020-05-19,179.89
2020-05-20,179.18
2020-05-21,184.12
2020-05-22,180.45
2020-05-26,184.77
2020-05-27,192.95
2020-05-28,196.73
2020-05-29,199.45
2020-06-01,196.12
2020-06-02,194.57
2020-06-03,200.61
2020-06-04,199.48
2020-06-05,204.87
2020-06-08,209.66
2020-06-09,208.28
2020-06-10,206.7
2020-06-11,196.51
2020-06-12,193.15
2020-06-15,188.1
2020-06-16,191.01
2020-06-17,191.43
2020-06-18,188.25
2020-06-19,182.24
2020-06-22,184.2
2020-06-23,177.25
2020-06-24,168.24
2020-06-25,170.79
2020-06-26,169.61
2020-06-29,174.8
2020-06-30,169.67
2020-07-01,170.49
2020-07-02,172.0
2020-07-06,174.0
2020-07-07,167.68
2020-07-08,164.65
2020-07-09,159.8
2020-07-10,162.51
2020-07-13,162.43
2020-07-14,162.36
2020-07-15,166.83
2020-07-16,167.03
2020-07-17,169.96
2020-07-20,167.1
2020-07-21,168.89
2020-07-22,173.34
2020-07-23,172.67
2020-07-24,171.24
2020-07-27,167.55
2020-07-28,171.4
2020-07-29,173.0
2020-07-30,173.23
2020-07-31,168.33
2020-08-03,167.88
2020-08-04,167.29
2020-08-05,172.14
2020-08-06,173.67
2020-08-07,175.64
2020-08-10,179.18
2020-08-11,180.64
2020-08-12,183.07
2020-08-13,180.97
2020-08-14,182.58
2020-08-17,181.55
2020-08-18,180.98
2020-08-19,181.18
2020-08-20,178.96
2020-08-21,178.59
2020-08-24,182.53
2020-08-25,181.02
2020-08-26,179.3
2020-08-27,181.17
2020-08-28,179.89
2020-08-31,180.74
2020-09-01,177.72
2020-09-02,182.94
2020-09-03,182.11
2020-09-04,181.73
2020-09-08,179.61
2020-09-09,180.84
2020-09-10,176.4
2020-09-11,181.03
2020-09-14,181.63
2020-09-15,178.78
2020-09-16,182.18
2020-09-17,185.44
2020-09-18,185.21
2020-09-21,177.58
2020-09-22,180.75
2020-09-23,178.13
2020-09-24,175.74
2020-09-25,178.02
2020-09-28,178.63
2020-09-29,175.75
2020-09-30,169.84
2020-10-01,172.69
2020-10-02,173.07
2020-10-05,174.4
2020-10-06,173.96
2020-10-07,175.4
2020-10-08,178.14
2020-10-09,175.45
2020-10-12,175.04
2020-10-13,174.41
2020-10-14,176.35
2020-10-15,173.47
2020-10-16,174.37
2020-10-19,171.43
2020-10-20,171.21
2020-10-21,169.81
2020-10-22,169.6
2020-10-23,171.8
2020-10-26,169.83
2020-10-27,166.26
2020-10-28,161.32
2020-10-29,162.95
2020-10-30,161.11
2020-11-02,170.4
2020-11-03,178.81
2020-11-04,183.3
2020-11-05,181.04
2020-11-06,178.94
2020-11-09,185.85
2020-11-10,189.53
2020-11-11,187.71
2020-11-12,189.3
2020-11-13,194.3
2020-11-16,200.0
2020-11-17,198.43
2020-11-18,196.35
2020-11-19,195.76
2020-11-20,191.5
2020-11-23,194.1
2020-11-24,195.83
2020-11-25,194.98
2020-11-27,194.47
2020-11-30,191.99
2020-12-01,191.84
2020-12-02,191.54
2020-12-03,192.7
2020-12-04,195.04
2020-12-07,191.63
2020-12-08,189.25
2020-12-09,188.3
2020-12-10,187.5
2020-12-11,189.18
2020-12-14,189.95
2020-12-15,188.32
2020-12-16,186.13
2020-12-17,185.71
2020-12-18,187.21
2020-12-21,185.04
2020-12-22,184.11
2020-12-23,185.85
2020-12-24,185.16
2020-12-28,187.32
2020-12-29,186.29
2020-12-30,187.65
2020-12-31,189.02
2021-01-04,180.44
2021-01-05,182.35
2021-01-06,182.77
2021-01-07,181.25
2021-01-08,180.7
2021-01-11,183.49
2021-01-12,184.98
2021-01-13,186.73
2021-01-14,190.77
2021-01-15,188.58
2021-01-19,190.1
2021-01-20,188.38
2021-01-21,183.13
2021-01-22,183.8
2021-01-25,185.23
2021-01-26,179.92
2021-01-27,179.14
2021-01-28,176.66
2021-01-29,171.51
2021-02-01,173.56
2021-02-02,180.54
2021-02-03,179.51
2021-02-04,184.9
2021-02-05,182.83
2021-02-08,186.27
2021-02-09,186.17
2021-02-10,187.52
2021-02-11,187.5
2021-02-12,185.92
2021-02-16,184.49
2021-02-17,188.46
2021-02-18,189.21
2021-02-19,189.09
2021-02-22,188.32
2021-02-23,187.83
2021-02-24,191.38
2021-02-25,187.0
2021-02-26,181.91
2021-03-01,184.62
2021-03-02,186.0
2021-03-03,186.07
2021-03-04,183.73
2021-03-05,187.09
2021-03-08,191.04
2021-03-09,187.97
2021-03-10,190.99
2021-03-11,188.25
2021-03-12,192.02
2021-03-15,192.0
2021-03-16,190.52
2021-03-17,192.04
2021-03-18,196.47
2021-03-19,197.5
2021-03-22,198.04
2021-03-23,196.15
2021-03-24,195.96
2021-03-25,198.61
2021-03-26,198.94
2021-03-29,202.84
2021-03-30,203.08
2021-03-31,202.68
2021-04-01,203.62
2021-04-05,207.85
2021-04-06,209.32
2021-04-07,208.65
2021-04-08,207.49
2021-04-09,208.12
2021-04-12,209.59
2021-04-13,208.97
2021-04-14,208.99
2021-04-15,210.76
2021-04-16,210.72
2021-04-19,209.73
2021-04-20,210.2
2021-04-21,212.05
2021-04-22,210.71
2021-04-23,211.02
2021-04-26,207.65
2021-04-27,207.73
2021-04-28,205.01
2021-04-29,209.22
2021-04-30,209.23
2021-05-03,211.74
2021-05-04,216.4
2021-05-05,217.68
2021-05-06,216.99
2021-05-07,219.25
2021-05-10,217.02
2021-05-11,213.33
2021-05-12,211.06
2021-05-13,214.63
2021-05-14,217.04
2021-05-17,218.1
2021-05-18,214.92
2021-05-19,214.34
2021-05-20,216.09
2021-05-21,216.04
2021-05-24,216.29
2021-05-25,216.55
2021-05-26,214.83
2021-05-27,218.91
2021-05-28,218.06
2021-06-01,217.19
2021-06-02,218.72
2021-06-03,219.94
2021-06-04,222.75
2021-06-07,218.55
2021-06-08,219.06
2021-06-09,217.51
2021-06-10,219.58
2021-06-11,223.3
2021-06-14,222.18
2021-06-15,223.72
2021-06-16,221.98
2021-06-17,220.38
2021-06-18,218.86
2021-06-21,222.68
2021-06-22,221.69
2021-06-23,221.45
2021-06-24,219.65
2021-06-25,221.03
2021-06-28,219.51
2021-06-29,215.4
2021-06-30,216.15
2021-07-01,218.66
2021-07-02,219.44
2021-07-06,219.5
2021-07-07,224.0
2021-07-08,222.3
2021-07-09,223.99
2021-07-12,224.25
2021-07-13,224.58
2021-07-14,223.97
2021-07-15,223.86
2021-07-16,223.76
2021-07-19,218.23
2021-07-20,225.51
2021-07-21,227.1
2021-07-22,226.12
2021-07-23,227.25
2021-07-26,226.0
2021-07-27,228.08
2021-07-28,227.68
2021-07-29,228.55
2021-07-30,226.74
2021-08-02,225.95
2021-08-03,231.37
2021-08-04,229.41
2021-08-05,231.24
2021-08-06,231.29
2021-08-09,229.0
2021-08-10,232.62
2021-08-11,232.89
2021-08-12,230.77
2021-08-13,229.83
2021-08-16,234.15
2021-08-17,233.88
2021-08-18,231.23
2021-08-19,230.12
2021-08-20,231.14
2021-08-23,232.49
2021-08-24,232.44
2021-08-25,233.26
2021-08-26,234.5
2021-08-27,232.2
2021-08-30,232.62
2021-08-31,233.01
2021-09-01,232.7
2021-09-02,234.18
2021-09-03,231.74
2021-09-07,229.73
2021-09-08,230.85
2021-09-09,232.05
2021-09-10,231.63
2021-09-13,228.52
2021-09-14,226.98
2021-09-15,228.7
2021-09-16,221.03
2021-09-17,222.46
2021-09-20,222.04
2021-09-21,219.99
2021-09-22,222.73
2021-09-23,221.24
2021-09-24,223.49
2021-09-27,223.18
2021-09-28,221.88
2021-09-29,223.03
2021-09-30,220.24
2021-10-01,219.48
2021-10-04,218.44
2021-10-05,222.33
2021-10-06,226.87
2021-10-07,230.64
2021-10-08,233.17
2021-10-11,235.37
2021-10-12,237.12
2021-10-13,234.58
2021-10-14,236.67
2021-10-15,239.07
2021-10-18,238.78
2021-10-19,241.93
2021-10-20,243.17
2021-10-21,241.75
2021-10-22,244.73
2021-10-25,244.27
2021-10-26,233.39
2021-10-27,228.49
2021-10-28,224.03
2021-10-29,230.54
2021-11-01,221.35
2021-11-02,218.42
2021-11-03,221.1
2021-11-04,222.14
2021-11-05,223.97
2021-11-08,223.84
2021-11-09,224.72
2021-11-10,223.46
2021-11-11,218.98
2021-11-12,220.3
2021-11-15,221.23
2021-11-16,220.0
2021-11-17,221.19
2021-11-18,220.0
2021-11-19,220.0
2021-11-22,222.13
2021-11-23,221.51
2021-11-24,218.74
2021-11-26,215.12
2021-11-29,214.68
2021-11-30,209.08
2021-12-01,207.32
2021-12-02,211.15
2021-12-03,212.0
2021-12-06,215.3
2021-12-07,214.68
2021-12-08,216.63
2021-12-09,216.52
2021-12-10,216.8
2021-12-13,217.94
2021-12-14,213.0
2021-12-15,213.0
2021-12-16,210.76
2021-12-17,207.93
2021-12-20,202.02
2021-12-21,207.13
2021-12-22,206.75
2021-12-23,208.26
2021-12-27,210.33
2021-12-28,212.16
2021-12-29,212.37
2021-12-30,212.94
2021-12-31,213.24
2022-01-03,211.57
2022-01-04,214.01
2022-01-05,209.38
2022-01-06,217.55
2022-01-07,219.77
2022-01-10,223.44
2022-01-11,222.02
2022-01-12,220.09
2022-01-13,222.6
2022-01-14,227.86
2022-01-18,228.95
2022-01-19,227.67
2022-01-20,224.46
2022-01-21,220.75
2022-01-24,225.05
